sentence,label,validity,faults,domain,year,title,source,slide
Two or more vehicles collide.,loss,invalid,accident,automotive,2018,Building Behavior Competency into STPA Process Models for Automated Driving Systems,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/Wed-cook-PUB-MIT_STAMP_2018_AV_Pres_Rev_MIT2.0.pdf,4.0
Two trains are on the same “Occlusive Section” travelling at different speed.,hazard,valid,valid,train,2012,Analysis of Railway Accidents in China,http://psas.scripts.mit.edu/home/get_pdf.php?name=2-13-Suo-Analysis-of-Railway-Accidents-in-China.pdf,13.0
UAS operations shall not induce or contribute to a controlled flight into terrain maneuver.,constraint,valid,valid,aviation,2015,UAS-NAS Integration: A Cognitive Sys Eng Framework for Safety Model Development,https://psas.scripts.mit.edu/home/wp-content/uploads/2015/04/Johnson_STAMP-2015-Presentation_Final.pdf,14.0
UAS operations shall not induce or contribute to loss of aircraft controlled flight.,constraint,valid,valid,aviation,2015,UAS-NAS Integration: A Cognitive Sys Eng Framework for Safety Model Development,https://psas.scripts.mit.edu/home/wp-content/uploads/2015/04/Johnson_STAMP-2015-Presentation_Final.pdf,14.0
UAS operations shall not lead to a loss of minimum separation requirements.,constraint,valid,valid,aviation,2015,UAS-NAS Integration: A Cognitive Sys Eng Framework for Safety Model Development,https://psas.scripts.mit.edu/home/wp-content/uploads/2015/04/Johnson_STAMP-2015-Presentation_Final.pdf,14.0
"UAS operations shall, when possible, be conducted well away from the boundaries of the airspace.",constraint,valid,valid,aviation,2017,STAMP applied to SUAS at Edwards AFB,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Sarah-Summers_Folse_STPA-Applied-To-SUAS-Use-At-Edwards-AFB.pdf,30.0
UAS operator shall immediately inform the controller if the UAV position becomes unclear.,constraint,valid,valid,aviation,2017,STAMP applied to SUAS at Edwards AFB,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Sarah-Summers_Folse_STPA-Applied-To-SUAS-Use-At-Edwards-AFB.pdf,30.0
UAS operator shall immediately inform the controller in the event of a UAV malfunction.,constraint,valid,valid,aviation,2017,STAMP applied to SUAS at Edwards AFB,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Sarah-Summers_Folse_STPA-Applied-To-SUAS-Use-At-Edwards-AFB.pdf,30.0
UAS operator shall immediately notify the losing controller if the UAV is incapable of exiting the old airspace.,constraint,valid,valid,aviation,2017,STAMP applied to SUAS at Edwards AFB,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Sarah-Summers_Folse_STPA-Applied-To-SUAS-Use-At-Edwards-AFB.pdf,30.0
UAS operator shall read back airspace clearance to controller.,constraint,valid,valid,aviation,2017,STAMP applied to SUAS at Edwards AFB,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Sarah-Summers_Folse_STPA-Applied-To-SUAS-Use-At-Edwards-AFB.pdf,30.0
"UAV departs apron, taxiway, or runway during ground operations.",hazard,invalid,condition,aviation,2018,STPA Applied to Air Force Acquisition Technical Requirements Development,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/Tues-Summers-PUB-STAMP-Workshop-18-Brief.pdf,5.0
UAV departs controlled flight.,hazard,valid,valid,aviation,2018,STPA Applied to Air Force Acquisition Technical Requirements Development,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/Tues-Summers-PUB-STAMP-Workshop-18-Brief.pdf,5.0
UAV does not complete mission.,hazard,invalid,rewrite,aviation,2018,STPA Applied to Air Force Acquisition Technical Requirements Development,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/Tues-Summers-PUB-STAMP-Workshop-18-Brief.pdf,5.0
UAV too close to ground/building/person.,hazard,valid,valid,aviation,2018,STPA Applied to Air Force Acquisition Technical Requirements Development,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/Tues-Summers-PUB-STAMP-Workshop-18-Brief.pdf,5.0
UAV violates minimum separation requirements.,hazard,valid,valid,aviation,2018,STPA Applied to Air Force Acquisition Technical Requirements Development,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/Tues-Summers-PUB-STAMP-Workshop-18-Brief.pdf,5.0
Unable to Complete Mission.,loss,invalid,rewrite,aviation,2018,STPA-Sec Case Study of a Next Generation Refueling Aircraft,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/SPAN-STAMP_KC-X-STPA-SEC_FINAL_PA_Approved.pdf,8.0
Unable to dispatch aircraft.,hazard,valid,valid,aviation,2017,STPA-Sec for Security of Flight Management System,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Felipe-Oliveira_STPASec-For-Flight-Management-System.pdf,6.0
Unable to evade enemy threats.,hazard,invalid,rewrite,aviation,2018,STPA-Sec Case Study of a Next Generation Refueling Aircraft,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/SPAN-STAMP_KC-X-STPA-SEC_FINAL_PA_Approved.pdf,8.0
Unacceptable Air Contamination.,hazard,invalid,rewrite,aviation,2017,A complete STPA Application to the Air Management System of Embraer Regional Jets family,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/04/Andrea-Scarinci_STPA-Application-Air-Management-System-Commercial-Aviation.pdf,6.0
Unauthorized access to aircraft equipment (electronic and physical).,hazard,valid,valid,aviation,2017,STPA-Sec for Security of Flight Management System,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Felipe-Oliveira_STPASec-For-Flight-Management-System.pdf,6.0
Unauthorized access to hospital/patient information.,hazard,valid,valid,medicine,2016,STPA Analysis of Intravenous Patient-Controlled Analgesia,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/06/31-Thomas-W2016.pdf,6.0
Unauthorized individuals accessing port system infrastructure.,hazard,valid,valid,maritime,2015,STPA Applied to Port Security,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-Williams-Port-Security.pdf,16.0
Unauthorized individuals must not access the port system infrastructure.,constraint,valid,valid,maritime,2015,STPA Applied to Port Security,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-Williams-Port-Security.pdf,17.0
Unauthorized user is allowed through.,hazard,invalid,rewrite,aviation,2020,"STPA Applied for Safety, Security, and Privacy Issues in Smart Airport Terminal New Concepts",https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/Airport-Terminal-Safety-Security-Privacy.pdf,11.0
Unauthorized/unconsented disclosure/release of PII/PD.,hazard,invalid,rewrite,aviation,2020,"STPA Applied for Safety, Security, and Privacy Issues in Smart Airport Terminal New Concepts",https://psas.scripts.mit.edu/home/wp-content/uploads/2020/08/Airport-Terminal-Safety-Security-Privacy.pdf,11.0
Uncontrolled aircraft.,hazard,valid,valid,aviation,2017,STPA-Sec for Security of Flight Management System,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Felipe-Oliveira_STPASec-For-Flight-Management-System.pdf,6.0
Uncontrolled fire on board.,hazard,valid,valid,aviation,2016,6-A Systems Approach to the Development of an Aircraft Smoke Control System,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/6-DaniloRibeiroNEW.pdf,14.0
Uncontrolled flight over congested area.,hazard,valid,valid,aviation,2016,15-Application of STPA on Small Drone Operation: The Approach and First Results,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/05/15-Nektarios-W2016.pdf,9.0
Uncontrolled release of toxic chemicals.,hazard,invalid,rewrite,nuclear,2013,STPA Beginner’s Tutorial,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/Basic_STPA_Tutorial1.pdf,30.0
Uncoordinated implementation of inspection procedures.,hazard,invalid,rewrite,maritime,2015,STPA Applied to Port Security,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-Williams-Port-Security.pdf,16.0
Unintended Change of Direction.,hazard,invalid,rewrite,automotive,2016,1- Human Interaction and Potential Error Evaluation Associated with Shift By Wire Devices,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/1-VernacchiaArnold-W2016.pdf,10.0
Unintended Park Disengagement.,hazard,invalid,rewrite,automotive,2016,1- Human Interaction and Potential Error Evaluation Associated with Shift By Wire Devices,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/1-VernacchiaArnold-W2016.pdf,10.0
Unintended Propulsion.,hazard,invalid,rewrite,automotive,2016,1- Human Interaction and Potential Error Evaluation Associated with Shift By Wire Devices,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/1-VernacchiaArnold-W2016.pdf,6.0
Unmanned aircraft loses controlled flight capability.,hazard,valid,valid,aviation,2017,STAMP applied to SUAS at Edwards AFB,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Sarah-Summers_Folse_STPA-Applied-To-SUAS-Use-At-Edwards-AFB.pdf,12.0
Unmanned aircraft testing unnecessarily interferes with flight operations.,hazard,valid,valid,aviation,2017,STAMP applied to SUAS at Edwards AFB,https://psas.scripts.mit.edu/home/wp-content/uploads/2017/03/Sarah-Summers_Folse_STPA-Applied-To-SUAS-Use-At-Edwards-AFB.pdf,14.0
Unnecessary loss of relevant functions.,hazard,invalid,rewrite,aviation,2016,6-A Systems Approach to the Development of an Aircraft Smoke Control System,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/6-DaniloRibeiroNEW.pdf,14.0
Unplanned damage or disruption of the satellite (LOV).,loss,valid,valid,aerospace,2013,The Use of STPA in Satellite Hazard Analysis,https://psas.scripts.mit.edu/home/wp-content/uploads/2013/04/03_Dunn_STAMP_Conference_Presentation.pdf,9.0
Unsafe separation from other flying objects during controlled flight.,hazard,invalid,rewrite,aviation,2016,15-Application of STPA on Small Drone Operation: The Approach and First Results,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/05/15-Nektarios-W2016.pdf,9.0
Unsafe separation from terrain / objects on ground during controlled flight.,hazard,invalid,rewrite,aviation,2016,15-Application of STPA on Small Drone Operation: The Approach and First Results,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/05/15-Nektarios-W2016.pdf,9.0
Unwanted or Excessive Lateral Motion.,hazard,invalid,rewrite,automotive,2018,Building Behavior Competency into STPA Process Models for Automated Driving Systems,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/Wed-cook-PUB-MIT_STAMP_2018_AV_Pres_Rev_MIT2.0.pdf,5.0
Unwanted or Excessive Negative Longitudinal Motion.,hazard,invalid,rewrite,automotive,2018,Building Behavior Competency into STPA Process Models for Automated Driving Systems,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/Wed-cook-PUB-MIT_STAMP_2018_AV_Pres_Rev_MIT2.0.pdf,5.0
Unwanted or Excessive Positive Longitudinal Motion.,hazard,invalid,rewrite,automotive,2018,Building Behavior Competency into STPA Process Models for Automated Driving Systems,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/Wed-cook-PUB-MIT_STAMP_2018_AV_Pres_Rev_MIT2.0.pdf,5.0
USCG contracts are executed prior to sufficient funds being appropriated or committed.,hazard,invalid,rewrite,maritime,2015,U.S. Coast Guard Financial Management: A Systems Approach to Business Process Reengineering,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-Peterein-Business-Process-Reengineering.pdf,12.0
"Vehicle (driven by human, automation or in cooperation) leaves the roadway.",hazard,valid,valid,automotive,2016,20-Can STPA contribute to identify hazards of different nature and improve safety of automated vehicles?,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/20-Alvarez-W2016.pdf,12.0
"Vehicle (driven by human, automation or in cooperation) violates minimum safety distance to objects, road users, vehicles, etc.",hazard,valid,valid,automotive,2016,20-Can STPA contribute to identify hazards of different nature and improve safety of automated vehicles?,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/20-Alvarez-W2016.pdf,12.0
Vehicle collides with a moving body.,loss,invalid,accident,automotive,2015,Comparing STPA and FMEA on an Automotive Electric Power Steering System,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-Sotomayor-Comparing-STPA-and-FMEA.pdf,18.0
Vehicle collides with a non-moving body.,loss,invalid,accident,automotive,2015,Comparing STPA and FMEA on an Automotive Electric Power Steering System,http://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-Sotomayor-Comparing-STPA-and-FMEA.pdf,18.0
Vehicle collides with non-fixed obstacle.,loss,invalid,accident,automotive,2014,Application of STPA to an Automotive Shift-by-Wire System,https://psas.scripts.mit.edu/home/wp-content/uploads/2014/03/GM-MIT-Research-STPA-Study-Presentation-for-MIT-Workshop-Final-For-Publication.pdf,7.0
Vehicle collides with non-fixed obstacle.,loss,invalid,accident,automotive,2015,Iterative Application of STPA for an Automotive System,https://psas.scripts.mit.edu/home/wp-content/uploads/2015/03/2015-Sundaram-Iterative-Application-for-GM.pdf,7.0
Vehicle collides with non-fixed obstacle.,loss,invalid,accident,automotive,2018,Building Behavior Competency into STPA Process Models for Automated Driving Systems,https://psas.scripts.mit.edu/home/wp-content/uploads/2018/04/Wed-cook-PUB-MIT_STAMP_2018_AV_Pres_Rev_MIT2.0.pdf,4.0
Vehicle Collides with Pedestrian(s).,loss,invalid,accident,automotive,2016,1- Human Interaction and Potential Error Evaluation Associated with Shift By Wire Devices,https://psas.scripts.mit.edu/home/wp-content/uploads/2016/04/1-VernacchiaArnold-W2016.pdf,10.0
